Gene-ID,Gene-Name,ACE1,ACE2,ACE3,ACE4,ACE5
ENSMUSG00000034265,Zdhhc14,71,325,113,73,68
ENSMUSG00000034266,Batf,64,56,60,95,50
ENSMUSG00000034269,Setd5,5107,8580,5240,5563,6971
ENSMUSG00000034271,Jdp2,595,955,636,465,206
ENSMUSG00000034274,Thoc5,420,436,461,610,625
ENSMUSG00000034275,Igsf9b,134,66,420,363,331
ENSMUSG00000034278,Dnajc17,86,120,105,102,164
ENSMUSG00000034282,Evpl,160,1461,128,399,650
ENSMUSG00000034285,Nipsnap1,305,243,277,370,466
ENSMUSG00000034290,Nek9,1692,1800,1920,1357,1577
ENSMUSG00000034292,Traf3ip1,283,360,348,298,341
ENSMUSG00000034295,Fhod3,5126,204,5329,820,157
ENSMUSG00000034297,Med13,8151,11066,7920,7202,10820
ENSMUSG00000034300,Fam53c,1101,1447,1240,1197,1499
ENSMUSG00000034303,Ccdc15,149,212,137,95,139
ENSMUSG00000034308,Sdr42e1,64,179,51,95,107
ENSMUSG00000034310,Tmem132d,0,0,0,0,0
ENSMUSG00000034311,Kif4,41,101,134,689,895
ENSMUSG00000034312,Iqsec1,2788,2682,3246,1915,1577
ENSMUSG00000034317,Trim59,539,140,1154,1081,1204
ENSMUSG00000034320,Slc26a2,1610,1379,1819,1785,2213
ENSMUSG00000034321,Exosc1,242,224,366,269,341
ENSMUSG00000034324,Tmem132c,8,7,21,15,4
ENSMUSG00000034327,Kctd9,357,626,277,378,480
ENSMUSG00000034329,Brip1,134,101,110,312,547
ENSMUSG00000034330,Plcg2,235,1909,164,762,1218
ENSMUSG00000034333,Zbed4,56,173,66,88,245
ENSMUSG00000034334,Fam151b,79,83,63,37,54
ENSMUSG00000034336,Ina,4,0,3,15,15
ENSMUSG00000034339,Gm5689,0,7,0,0,0
ENSMUSG00000034341,Wbp2,800,1728,619,798,988
ENSMUSG00000034342,Cbl,2758,3700,2954,2372,2923
ENSMUSG00000034343,Ube2f,989,1642,740,1052,963
ENSMUSG00000034345,Gtf2h5,495,466,452,588,466
ENSMUSG00000034349,Smc4,1301,1012,1703,3083,3793
ENSMUSG00000034353,Ramp1,67,62,176,298,103
ENSMUSG00000034354,Mtmr3,2097,2746,2354,1603,2195
ENSMUSG00000034359,Skint2,0,5,0,0,4
ENSMUSG00000034361,Cpne2,171,72,211,196,192
ENSMUSG00000034362,Csta1,4,0,0,8,0
ENSMUSG00000034371,Tkfc,64,140,128,182,178
ENSMUSG00000034377,Tulp4,3044,3969,3418,3191,3342
ENSMUSG00000034379,Wdr5b,157,56,51,44,29
ENSMUSG00000034382,AI661453,350,2075,256,646,1577
ENSMUSG00000034384,Barhl2,0,0,0,0,0
ENSMUSG00000034387,Ssu2,4,0,15,0,0
ENSMUSG00000034390,Cmip,2190,2643,2301,2169,2205
ENSMUSG00000034391,Fbxo15,0,0,0,0,0
ENSMUSG00000034394,Lif,290,2188,232,878,1804
ENSMUSG00000034401,Spata6,528,809,479,479,537
ENSMUSG00000034402,Kcnh5,0,3,0,8,8
ENSMUSG00000034403,Pja1,1023,659,1142,820,878
ENSMUSG00000034412,Tbc1d10a,614,702,485,428,579
ENSMUSG00000034413,Neurl1b,90,136,78,225,313
ENSMUSG00000034416,Pkd1l2,4,0,0,8,0
ENSMUSG00000034422,Parp14,1565,2559,2143,2321,2184
ENSMUSG00000034424,Gcsh,231,232,342,501,462
ENSMUSG00000034427,Myo15b,27,23,9,8,8
ENSMUSG00000034429,Zfp707,328,70,417,182,93
ENSMUSG00000034430,Zxdc,651,846,604,486,835
ENSMUSG00000034432,Cops8,840,834,681,762,856
ENSMUSG00000034435,Tmem30b,302,2329,244,776,970
ENSMUSG00000034437,Gm9761,60,33,39,73,57
ENSMUSG00000034438,Gbp8,15,27,24,59,15
ENSMUSG00000034442,Trmt5,86,128,134,146,178
ENSMUSG00000034445,Cyb561a3,145,339,152,218,334
ENSMUSG00000034449,Dhrs11,38,72,42,73,72
ENSMUSG00000034450,Gulo,49,54,15,15,8
ENSMUSG00000034452,Slc24a1,82,52,45,15,36
ENSMUSG00000034453,Polr3b,892,690,743,791,1197
ENSMUSG00000034456,Uroc1,0,0,0,0,4
ENSMUSG00000034457,Eda2r,38,83,51,291,377
ENSMUSG00000034459,Ifit1,116,204,616,769,285
ENSMUSG00000034460,Six4,101,368,155,138,295
ENSMUSG00000034462,Pkd2,3059,1219,2954,1502,1240
ENSMUSG00000034463,Scara3,469,111,631,370,753
ENSMUSG00000034467,Dynlrb2,0,5,0,8,4
ENSMUSG00000034471,Caskin2,785,280,743,559,313
ENSMUSG00000034472,Rasd2,75,19,48,51,125
ENSMUSG00000034473,Sec22a,264,243,318,341,380
ENSMUSG00000034480,Diaph2,1877,2260,2102,1727,1403
ENSMUSG00000034482,Ly6g5c,0,3,0,0,0
ENSMUSG00000034484,Snx2,1238,1250,1287,1052,1431
ENSMUSG00000034485,Uaca,2186,2042,2357,3206,3203
ENSMUSG00000034486,Gbx2,4,9,0,8,8
ENSMUSG00000034487,Kdelc2,945,251,1145,718,686
ENSMUSG00000034488,Edil3,97,7,116,370,682
ENSMUSG00000034493,4930556J24Rik,108,126,125,124,203
ENSMUSG00000034501,Pcnx4,316,163,405,233,317
ENSMUSG00000034509,Mad2l1bp,108,134,93,66,86
ENSMUSG00000034518,Hmgxb4,539,321,660,465,672
ENSMUSG00000034520,Gjc1,53,25,107,131,79
ENSMUSG00000034522,Zfp395,1056,1593,1186,1067,1652
ENSMUSG00000034525,Ice1,1918,1429,2158,1436,1779
ENSMUSG00000034528,Hsd17b13,0,3,0,8,0
ENSMUSG00000034532,Fbxo16,0,27,3,15,11
ENSMUSG00000034533,Scn10a,0,0,3,0,0
ENSMUSG00000034538,Zfp418,75,33,84,51,75
ENSMUSG00000034543,Morc2a,2714,1603,2681,1734,2280
ENSMUSG00000034544,Rsrc1,636,795,595,813,1012
ENSMUSG00000034551,Hdx,160,136,161,95,121
ENSMUSG00000034552,Zswim2,0,0,0,0,0
ENSMUSG00000034555,Tex16,0,0,0,0,0
ENSMUSG00000034557,Zfyve9,1959,1211,2072,1480,1517
ENSMUSG00000034560,A230046K03Rik,1037,1137,1400,1096,1325
ENSMUSG00000034563,Ccpg1,2379,2545,2399,1712,1744
ENSMUSG00000034566,Atp5h,1175,1308,1180,1436,1435
ENSMUSG00000034570,Inpp5j,30,126,12,66,89
ENSMUSG00000034573,Ptpn13,2312,875,2366,1995,4503
ENSMUSG00000034574,Daam1,2621,3926,2592,2626,3999
ENSMUSG00000034575,Papd7,840,780,1061,660,1005
ENSMUSG00000034579,Pla2g3,12,17,9,8,8
ENSMUSG00000034583,Olfr1347,0,0,0,0,0
ENSMUSG00000034584,Exph5,264,528,214,146,295
ENSMUSG00000034586,Hid1,186,1847,125,653,796
ENSMUSG00000034587,8430429K09Rik,138,50,84,44,79
ENSMUSG00000034591,Slc41a2,521,1277,253,247,125
ENSMUSG00000034593,Myo5a,2167,532,2110,1531,1573
ENSMUSG00000034595,Ppp1r18,1194,587,1139,893,597
ENSMUSG00000034601,2700049A03Rik,617,462,470,428,593
ENSMUSG00000034602,Mon2,3550,4445,3076,2597,3427
ENSMUSG00000034607,Pof1b,863,3388,405,1067,2103
ENSMUSG00000034610,Zcchc11,3152,2011,2827,2053,2877
ENSMUSG00000034612,Chst11,1119,126,1926,1067,338
ENSMUSG00000034613,Ppm1h,157,604,238,436,480
ENSMUSG00000034614,Pik3ip1,513,241,503,312,292
ENSMUSG00000034616,Ssh3,997,1622,841,798,956
ENSMUSG00000034617,Mtrr,205,193,271,189,317
ENSMUSG00000034620,Tmem5,458,442,473,465,476
ENSMUSG00000034621,Gpatch8,1580,1771,1552,1088,1659
ENSMUSG00000034623,Prss55,0,7,0,0,0
ENSMUSG00000034634,Ly6d,209,2721,211,1589,2802
ENSMUSG00000034636,Zyg11b,2123,2126,2595,1857,2536
ENSMUSG00000034639,Setmar,75,68,33,51,57
ENSMUSG00000034640,Tiparp,6958,3505,5736,5055,4105
ENSMUSG00000034641,Cd300ld,8,0,6,66,8
ENSMUSG00000034645,Zyg11a,15,7,3,0,0
ENSMUSG00000034647,Ankrd12,2572,2026,2488,1161,1218
ENSMUSG00000034648,Lrrn1,90,9,143,73,18
ENSMUSG00000034652,Cd300a,19,7,6,88,4
ENSMUSG00000034653,Ythdc2,517,811,446,443,604
ENSMUSG00000034656,Cacna1a,257,152,158,153,118
ENSMUSG00000034659,Tmem109,1037,811,1142,871,764
ENSMUSG00000034660,Galp,0,3,0,0,0
ENSMUSG00000034663,Bmp2k,963,1139,1347,1465,1446
ENSMUSG00000034664,Itga2b,183,105,84,109,100
ENSMUSG00000034667,Xpot,1443,1416,1668,1603,2110
ENSMUSG00000034673,Pbx2,406,651,571,494,551
ENSMUSG00000034674,Tdg,257,394,310,501,870
ENSMUSG00000034675,Dbn1,565,366,1480,856,686
ENSMUSG00000034677,Gpr142,0,0,0,0,4
ENSMUSG00000034681,Rnps1,506,524,467,501,707
ENSMUSG00000034683,Ppp1r1c,8,3,6,0,8
ENSMUSG00000034684,Sema3f,989,957,1094,864,838
ENSMUSG00000034685,Fam171a2,127,134,434,291,299
ENSMUSG00000034686,Prr7,145,33,304,124,72
ENSMUSG00000034687,Fras1,41,52,1953,392,143
ENSMUSG00000034689,4921530L21Rik,0,0,0,0,0
ENSMUSG00000034690,Nlrp4c,15,11,0,0,4
ENSMUSG00000034701,Neurod1,0,0,0,0,0
ENSMUSG00000034706,Dnaic2,15,3,9,0,4
ENSMUSG00000034707,Gns,2398,6772,3029,3358,3154
ENSMUSG00000034708,Grn,2022,1964,2960,2640,2383
ENSMUSG00000034709,Ppp1r21,562,635,687,755,707
ENSMUSG00000034714,Ttyh2,409,13,1076,668,444
ENSMUSG00000034723,Tmx4,1316,1679,1130,994,1030
ENSMUSG00000034724,Cnot6l,3208,3298,4093,2945,3732
ENSMUSG00000034729,Mrps10,216,208,289,414,409
ENSMUSG00000034730,Adgrb1,38,5,87,117,61
ENSMUSG00000034731,Dgkh,409,115,399,233,75
ENSMUSG00000034732,Pabpc5,0,0,0,0,0
ENSMUSG00000034738,Nostrin,0,3,15,30,8
ENSMUSG00000034739,Mfrp,160,144,72,80,61
ENSMUSG00000034744,Nagk,250,191,211,211,196
ENSMUSG00000034748,Sirt6,138,195,203,138,238
ENSMUSG00000034751,Mast4,5029,9501,5216,5650,8693
ENSMUSG00000034755,Pcdh11x,8,0,3,8,0
ENSMUSG00000034757,Tmub2,428,444,431,341,490
ENSMUSG00000034758,Tle6,220,312,119,131,196
ENSMUSG00000034761,Map4k5,2186,1747,2553,1886,2348
ENSMUSG00000034762,Glis1,53,52,54,80,93
ENSMUSG00000034764,1700006J14Rik,4,0,6,8,29
ENSMUSG00000034765,Dusp5,3587,3741,2393,3242,2209
ENSMUSG00000034768,Asb16,101,9,45,22,57
ENSMUSG00000034771,Tle2,432,594,420,291,302
ENSMUSG00000034773,BC030867,8,74,15,102,150
ENSMUSG00000034774,Dsg1c,0,5,0,8,25
ENSMUSG00000034777,Vax2,4,0,0,0,0
ENSMUSG00000034780,B3galt1,38,17,12,22,0
ENSMUSG00000034781,Gna11,788,1174,1097,1059,952
ENSMUSG00000034783,Cd207,0,0,0,0,0
ENSMUSG00000034785,Dio1,0,3,0,0,0
ENSMUSG00000034786,Gpsm3,19,345,42,146,82
ENSMUSG00000034789,Rab24,603,462,485,385,515
ENSMUSG00000034792,Gna15,123,68,96,117,103
ENSMUSG00000034793,G6pc3,372,639,491,385,515
ENSMUSG00000034795,Ccdc122,79,103,128,218,189
ENSMUSG00000034796,Cpne7,0,5,0,0,0
ENSMUSG00000034799,Unc13a,253,191,366,298,380
ENSMUSG00000034800,Zfp661,19,35,63,80,29
ENSMUSG00000034801,Sos2,2446,2580,2048,1799,2546
ENSMUSG00000034807,Colgalt1,2115,1433,3133,2872,3154
ENSMUSG00000034810,Scn7a,23824,284,14036,1357,103
ENSMUSG00000034813,Grip1,75,89,203,160,302
ENSMUSG00000034818,Celf5,53,11,54,8,22
ENSMUSG00000034820,Cpsf7,1491,2100,1373,1219,1815
ENSMUSG00000034825,Nrip3,142,117,27,8,50
ENSMUSG00000034826,Nup54,814,725,687,907,988
ENSMUSG00000034829,Nxnl1,4,5,0,8,0
ENSMUSG00000034832,Tet3,1900,3199,3032,2234,4155
ENSMUSG00000034833,Tespa1,0,0,0,0,0
ENSMUSG00000034837,Gnat1,30,25,24,15,4
ENSMUSG00000034839,Larp6,60,13,51,15,43
ENSMUSG00000034842,Art3,116,70,137,407,118
ENSMUSG00000034845,Plvap,945,795,458,1727,363
ENSMUSG00000034848,Ttc21b,595,524,616,515,661
ENSMUSG00000034850,Tmem127,1015,2067,1338,1081,1506
ENSMUSG00000034853,Acot11,23,62,54,73,43
ENSMUSG00000034854,Mfsd12,116,423,200,370,317
ENSMUSG00000034855,Cxcl10,298,310,610,1676,597
ENSMUSG00000034858,Fam214a,1164,1334,966,762,640
ENSMUSG00000034863,Ano8,231,444,277,392,441
ENSMUSG00000034867,Ankrd27,785,893,913,856,782
ENSMUSG00000034868,Myl12b,1082,2522,1038,2517,2408
ENSMUSG00000034871,Fam151a,8,23,18,37,22
ENSMUSG00000034872,Gipc3,12,19,3,0,0
ENSMUSG00000034875,Nudt19,164,265,226,218,228
ENSMUSG00000034880,Mrpl34,71,83,146,196,153
ENSMUSG00000034881,Tbxa2r,8,9,3,22,8
ENSMUSG00000034883,Lrr1,0,3,3,22,50
ENSMUSG00000034889,Cactin,617,448,452,327,466
ENSMUSG00000034891,Sncb,4,3,0,0,4
ENSMUSG00000034892,Rps29,3732,2584,2791,3576,3033
ENSMUSG00000034893,Cog3,866,1566,960,958,1108
ENSMUSG00000034898,Filip1,361,27,387,167,32
ENSMUSG00000034902,Pip5k1c,926,1597,1148,929,1233
ENSMUSG00000034903,Cobll1,3684,6462,3608,3322,4265
ENSMUSG00000034906,Ncaph,30,72,107,610,853
ENSMUSG00000034908,Sidt2,4256,3760,4488,3133,3438
ENSMUSG00000034910,Pygo1,554,99,735,247,224
ENSMUSG00000034911,Ushbp1,186,37,36,146,18
ENSMUSG00000034912,Mdga2,4,91,6,37,4
ENSMUSG00000034913,Spert,0,0,0,0,0
ENSMUSG00000034917,Tjp3,168,1650,105,436,1343
ENSMUSG00000034918,Cdhr2,0,13,0,0,0
ENSMUSG00000034919,Ttc22,8,140,24,59,96
ENSMUSG00000034923,Ly6g6f,0,3,0,0,0
ENSMUSG00000034926,Dhcr24,223,1562,247,936,672
ENSMUSG00000034928,Rnf44,1584,1956,2170,1618,2071
ENSMUSG00000034930,Rtkn,662,690,538,682,849
ENSMUSG00000034931,Dhx8,1075,1252,1198,1190,1275
ENSMUSG00000034932,Mrpl54,127,195,209,399,441
ENSMUSG00000034936,Arl4d,476,273,214,102,43
ENSMUSG00000034940,Synrg,937,1728,913,1190,1605
ENSMUSG00000034947,Tmem106a,60,130,60,131,103
ENSMUSG00000034949,Zfr2,134,179,105,102,61
ENSMUSG00000034951,Cog7,684,883,506,747,711
ENSMUSG00000034957,Cebpa,948,528,987,472,576
ENSMUSG00000034958,Atcay,19,11,3,22,8
ENSMUSG00000034959,Rubcnl,0,0,0,0,0
ENSMUSG00000034968,Lbx2,8,3,0,0,0
ENSMUSG00000034973,Dopey1,1677,1749,1424,1277,1240
ENSMUSG00000034974,Dapk3,409,460,408,443,512
ENSMUSG00000034981,Parm1,3539,1792,2693,1545,750
ENSMUSG00000034987,Hrh2,0,3,0,0,4
ENSMUSG00000034990,Otoa,53,7,72,8,47
ENSMUSG00000034993,Vat1,1357,1720,1445,1400,1630
ENSMUSG00000034994,Eef2,50378,60413,48377,51883,63668
ENSMUSG00000034997,Htr2a,12,3,15,30,0
ENSMUSG00000034998,Foxn2,580,1246,913,1415,1861
ENSMUSG00000035000,Dpp4,23,144,6,95,40
ENSMUSG00000035004,Igsf6,45,11,42,73,40
ENSMUSG00000035007,Rundc1,324,684,318,428,469
ENSMUSG00000035011,Zbtb7a,1892,2522,1813,1980,2706
ENSMUSG00000035020,Epgn,75,1141,155,602,292
ENSMUSG00000035021,Baz1a,3847,4800,2428,3366,4322
ENSMUSG00000035024,Ncapd3,420,483,518,871,998
ENSMUSG00000035027,Map2k2,859,1012,943,914,1268
ENSMUSG00000035031,C8a,0,3,0,0,0
ENSMUSG00000035032,Nek11,12,21,24,15,32
ENSMUSG00000035033,Tbr1,27,29,6,8,18
ENSMUSG00000035041,Creb3l3,8,7,3,0,0
ENSMUSG00000035042,Ccl5,34,15,0,44,4
ENSMUSG00000035045,Zc3h12b,354,171,277,189,143
ENSMUSG00000035047,Kri1,454,552,458,465,487
ENSMUSG00000035048,Anapc13,261,382,298,305,338
ENSMUSG00000035049,Rrp12,543,953,651,791,1012
ENSMUSG00000035051,Dhx57,826,555,919,639,878
ENSMUSG00000035057,Mgat4d,0,0,0,15,0
ENSMUSG00000035062,Zc4h2,108,62,122,175,61
ENSMUSG00000035064,Eef2k,1257,483,1457,733,799
ENSMUSG00000035067,Xkr6,53,39,63,66,47
ENSMUSG00000035069,Oma1,220,228,214,233,263
ENSMUSG00000035078,Mtmr9,372,682,562,559,775
ENSMUSG00000035085,1700020L24Rik,30,13,9,8,4
ENSMUSG00000035086,Becn1,915,1340,931,1045,1336
ENSMUSG00000035093,Secisbp2l,2405,4640,3540,2829,3622
ENSMUSG00000035095,Fam167a,413,111,440,704,2660
ENSMUSG00000035104,Eva1a,134,46,185,131,114
ENSMUSG00000035105,Egln3,335,438,321,544,704
ENSMUSG00000035107,Dcbld2,625,206,1020,704,611
ENSMUSG00000035109,Shc4,428,310,577,276,306
ENSMUSG00000035112,Wnk4,75,236,78,109,221
ENSMUSG00000035121,Neil2,0,35,0,8,11
ENSMUSG00000035125,Gcfc2,257,202,214,182,249
ENSMUSG00000035126,Wdr78,201,115,152,117,121
ENSMUSG00000035129,Gm6781,8,17,0,0,4
ENSMUSG00000035131,Brinp3,755,5,223,37,15
ENSMUSG00000035133,Arhgap5,4561,5990,7454,4635,6008
ENSMUSG00000035139,Secisbp2,443,540,298,334,416
ENSMUSG00000035142,Nubpl,134,167,99,182,153
ENSMUSG00000035148,Gpr33,0,0,0,0,0
ENSMUSG00000035150,Eif2s3x,1264,1470,1555,1806,2156
ENSMUSG00000035151,Elmod2,651,632,1029,805,650
ENSMUSG00000035152,Ap2b1,3037,4582,3736,4584,6179
ENSMUSG00000035158,Mitf,209,189,209,283,214
ENSMUSG00000035161,Ints6,2825,1720,1353,1146,1577
ENSMUSG00000035164,Zc3h12c,963,2412,818,1074,1424
ENSMUSG00000035165,Kcne3,23,13,3,51,125
ENSMUSG00000035168,Tanc1,2621,3277,4877,2677,3203
ENSMUSG00000035171,1110059E24Rik,424,370,417,588,593
ENSMUSG00000035172,Plekhh3,283,321,280,233,256
ENSMUSG00000035173,Ccdc186,1747,2050,2096,1618,1957
ENSMUSG00000035177,Nlrp2,0,0,0,0,0
ENSMUSG00000035179,Ppp1r32,15,15,0,0,4
ENSMUSG00000035181,Heatr5a,952,1197,1430,1175,1467
ENSMUSG00000035183,Slc24a5,287,138,295,421,469
ENSMUSG00000035184,Fam124a,49,19,18,22,8
ENSMUSG00000035186,Ubd,4,52,6,30,15
ENSMUSG00000035187,Nkx6-1,0,0,0,0,0
ENSMUSG00000035189,Ano4,569,13,152,51,50
ENSMUSG00000035191,Rfpl4,15,3,9,30,4
ENSMUSG00000035198,Tubg1,171,204,211,443,462
ENSMUSG00000035199,Arl6ip5,941,1628,883,1110,1328
ENSMUSG00000035200,Chrnb4,0,39,0,8,8
ENSMUSG00000035201,B020004J07Rik,0,0,0,0,4
ENSMUSG00000035202,Lars2,12692,9441,16850,28814,12371
ENSMUSG00000035203,Epn1,684,1180,702,1088,1094
ENSMUSG00000035206,Sppl2b,264,265,417,385,380
ENSMUSG00000035208,Slfn8,134,218,277,327,242
ENSMUSG00000035211,Xrra1,82,76,45,30,57
ENSMUSG00000035212,Leprot,603,649,809,689,714
ENSMUSG00000035215,Lsm7,116,70,170,291,174
ENSMUSG00000035226,Rims4,0,15,0,0,4
ENSMUSG00000035227,Spcs2,699,1716,916,1625,1804
ENSMUSG00000035228,Ccdc106,90,27,182,59,43
ENSMUSG00000035232,Pdk3,309,259,737,573,739
ENSMUSG00000035234,Fam175a,142,148,152,153,143
ENSMUSG00000035235,Trim13,82,78,107,102,178
ENSMUSG00000035236,Scai,993,948,1344,798,931
ENSMUSG00000035237,Lcat,38,11,36,15,4
ENSMUSG00000035238,Kcnk15,0,3,0,0,0
ENSMUSG00000035239,Neu3,30,62,36,88,22
ENSMUSG00000035242,Oaz1,2045,1650,1668,2009,2177
ENSMUSG00000035245,Eogt,2372,622,4574,2539,1076
ENSMUSG00000035246,Pcyt1b,205,81,310,160,107
ENSMUSG00000035247,Hectd1,6958,12486,7822,8246,13088
ENSMUSG00000035248,Zcchc6,2888,4088,2535,2691,3253
ENSMUSG00000035258,Abi3bp,164,39,164,88,15
ENSMUSG00000035262,Amh,19,31,3,15,15
ENSMUSG00000035266,Helq,164,124,188,109,196
ENSMUSG00000035268,Pkig,145,516,140,341,299
ENSMUSG00000035270,Impg2,15,15,15,8,18
ENSMUSG00000035273,Hpse,4,9,12,30,29
ENSMUSG00000035274,Tpbg,2431,981,1882,1872,1499
ENSMUSG00000035275,Raver2,733,538,485,494,363
ENSMUSG00000035277,Arx,0,3,0,0,0
ENSMUSG00000035278,Plekhj1,253,253,298,298,306
ENSMUSG00000035279,Ssc5d,19,15,6,30,18
ENSMUSG00000035283,Adrb1,86,187,149,138,61
ENSMUSG00000035284,Vps13c,2026,2313,1825,1494,1783
ENSMUSG00000035285,Nat14,97,74,90,44,40
ENSMUSG00000035293,G2e3,651,1039,604,871,956
ENSMUSG00000035295,Wdr38,2450,1480,1825,2125,2145
ENSMUSG00000035296,Sgcg,0,0,0,0,0
ENSMUSG00000035297,Cops4,1056,992,1219,1306,1442
ENSMUSG00000035298,Klhl35,119,31,36,51,40
ENSMUSG00000035299,Mid1,513,1168,636,805,867
ENSMUSG00000035305,Ror1,1290,316,1950,1161,1154
ENSMUSG00000035310,Lin54,573,1035,628,791,1126
ENSMUSG00000035311,Gnptab,1231,778,1549,1422,1868
ENSMUSG00000035314,Gdpd5,186,212,479,305,380
ENSMUSG00000035325,Sec31a,3327,3975,4809,3801,4158
ENSMUSG00000035329,Fbxo33,2074,1328,1287,1132,1247
ENSMUSG00000035337,Uchl4,67,39,48,30,36
ENSMUSG00000035342,Lzts2,837,717,1100,602,767
ENSMUSG00000035349,Mia2,30,156,15,66,40
ENSMUSG00000035351,Nup37,64,72,143,204,221
ENSMUSG00000035352,Ccl12,8,3,0,22,4
ENSMUSG00000035354,Uvrag,930,1490,934,1125,1211
ENSMUSG00000035355,Kcnh4,12,9,0,8,4
ENSMUSG00000035356,Nfkbiz,7679,9047,7106,7347,9257
ENSMUSG00000035357,Pdzrn3,1175,1277,1870,2096,2990
ENSMUSG00000035364,4930524J08Rik,19,3,6,8,0
ENSMUSG00000035365,Parpbp,0,23,57,88,150
ENSMUSG00000035367,Rmi1,79,183,99,88,139
ENSMUSG00000035370,Adat3,350,678,440,530,661
ENSMUSG00000035371,Ssx9,0,0,0,0,0
ENSMUSG00000035372,1810055G02Rik,472,433,491,436,419
ENSMUSG00000035373,Ccl7,190,13,93,102,18
ENSMUSG00000035376,Hacd2,521,253,651,523,899
ENSMUSG00000035378,Shq1,171,243,122,225,260
ENSMUSG00000035382,Pcsk7,748,715,595,537,650
ENSMUSG00000035383,Pmch,0,0,6,30,29
ENSMUSG00000035385,Ccl2,673,50,518,378,32
ENSMUSG00000035387,4930415L06Rik,0,0,0,0,0
ENSMUSG00000035390,Brsk1,432,179,351,124,107
ENSMUSG00000035392,Dennd1a,1071,953,880,784,984
ENSMUSG00000035394,Cfap53,15,21,12,22,15
ENSMUSG00000035395,Pet2,0,0,0,0,0
ENSMUSG00000035397,Klf16,677,520,512,392,664
ENSMUSG00000035399,Oser1,398,643,378,573,490
ENSMUSG00000035401,Emsy,1773,1390,2164,1436,1364
ENSMUSG00000035403,Crb2,34,66,39,51,36
ENSMUSG00000035407,Kank4,1164,491,2250,776,391
ENSMUSG00000035413,Tmem98,413,222,669,595,498
ENSMUSG00000035420,Fam170a,0,0,0,0,0
ENSMUSG00000035427,Mageb4,0,0,0,0,0
ENSMUSG00000035429,Ptprh,8,3,0,0,4
ENSMUSG00000035431,Sstr1,30,0,15,8,0
ENSMUSG00000035435,Abca17,4,11,0,22,0
ENSMUSG00000035437,Rabgap1,2249,2812,2723,2140,2745
ENSMUSG00000035439,Haus8,220,152,161,218,306
ENSMUSG00000035441,Myo1d,1613,1894,1804,1574,1808
ENSMUSG00000035443,Thyn1,227,232,265,283,419
ENSMUSG00000035448,Ccr3,0,3,0,0,0
ENSMUSG00000035451,Foxa1,376,8676,452,3641,5177
ENSMUSG00000035454,Samt3,0,0,0,0,0
ENSMUSG00000035455,Fignl1,15,29,48,225,345
ENSMUSG00000035456,Prdm8,0,0,0,0,0
ENSMUSG00000035458,Tnni3,49,27,30,51,18
ENSMUSG00000035459,Stab2,197,120,72,59,64
ENSMUSG00000035469,Rcbtb1,413,655,586,515,657
ENSMUSG00000035472,Slc25a21,15,0,12,30,0
ENSMUSG00000035473,Galm,119,245,57,146,182
ENSMUSG00000035476,Tab3,1272,1954,1186,1291,2007
ENSMUSG00000035478,Mbd3,807,959,1017,1110,1382
ENSMUSG00000035486,Plk5,12,42,3,8,22
ENSMUSG00000035491,Fthl17a,0,0,0,0,0
ENSMUSG00000035493,Tgfbi,71,46,122,443,182
ENSMUSG00000035495,Tstd2,424,604,464,653,732
ENSMUSG00000035498,Cdcp1,4048,5493,4324,5048,5593
ENSMUSG00000035504,Reep6,75,1289,99,515,519
ENSMUSG00000035505,Cox18,242,337,223,341,398
ENSMUSG00000035506,Slc12a8,71,21,45,30,11
ENSMUSG00000035509,Fbxl21,49,37,30,22,8
ENSMUSG00000035513,Ntng2,722,35,877,247,54
ENSMUSG00000035517,Tdrd7,446,700,512,573,579
ENSMUSG00000035521,Gnptg,335,323,188,204,277
ENSMUSG00000035522,Tsga8,0,0,0,0,0
ENSMUSG00000035523,Vmn1r172,0,0,0,0,0
ENSMUSG00000035528,Npffr2,0,9,0,8,4
ENSMUSG00000035529,Prdm4,1052,1638,946,1059,1353
ENSMUSG00000035530,Eif1,9270,10047,5284,7173,8767
ENSMUSG00000035539,Ccdc180,4,5,0,0,0
ENSMUSG00000035540,Gc,0,0,0,0,0
ENSMUSG00000035545,Leng8,1651,2276,1382,1407,1559
ENSMUSG00000035547,Capn5,246,1691,185,704,945
ENSMUSG00000035551,Igfbpl1,4,3,0,0,4
ENSMUSG00000035557,Krt17,28090,585,18048,9211,4457
ENSMUSG00000035559,Mpv17l2,60,158,113,276,253
ENSMUSG00000035560,Wdr20rt,0,0,0,0,0
ENSMUSG00000035561,Aldh1b1,19,31,15,30,32
ENSMUSG00000035566,Pcdh17,197,152,87,175,43
ENSMUSG00000035569,Ankrd11,7233,6782,7884,5295,7592
ENSMUSG00000035572,Dcaf10,1156,1716,1070,907,1368
ENSMUSG00000035575,Utp6,911,877,1032,1023,1151
ENSMUSG00000035576,L3mbtl1,212,97,63,37,47
ENSMUSG00000035578,Iqcg,220,372,102,131,139
ENSMUSG00000035580,Kcnh8,8,27,6,0,8
ENSMUSG00000035582,Gdpd4,12,5,3,0,8
ENSMUSG00000035585,Tsen34,896,536,957,827,1108
ENSMUSG00000035592,Krt33a,0,0,0,0,0
ENSMUSG00000035594,Chrna5,0,3,0,0,0
ENSMUSG00000035595,1600002K03Rik,108,66,45,88,79
ENSMUSG00000035596,Mboat7,1167,645,1275,900,1140
